Gia,Dia chi,Dien tich,Gia/m2,Huong dat,Loai hinh dat,Chieu ngang,Chieu dai
5 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",142 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 7.5m,
45 Tỷ,"Phường Hòa Cường Nam, Quận Hải Châu",305 m²,,,Đất nền dự án,,
Thỏa thuận,", Quận Liên Chiểu",168 m²,,Hướng: Đông Nam,Đất nền dự án,,
3.15 Tỷ,", Quận Liên Chiểu",85 m²,,Hướng: Tây Bắc,Đất nền dự án,,
3.7 Tỷ,"Phường Hòa Minh, Quận Liên Chiểu",90 m²,,,Đất nền dự án,Mặt tiền: 5m,
3.85 Tỷ,", Quận Liên Chiểu",90 m²,,Hướng: Đông Nam,Đất nền dự án,,
4.55 Tỷ,", Quận Thanh Khê",90 m²,,Hướng: Đông Bắc,Đất nền dự án,,
2.29 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",90 m²,,Hướng: Đông nam,Đất nền dự án,,
100 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",385 m²,,Hướng: Tây,Đất nền dự án,Mặt tiền: 15.5m,
267 Tỷ,"Phường Mỹ An, Quận Ngũ Hành Sơn",921 m²,,Hướng: Tây Nam,Đất nền dự án,Mặt tiền: 35.5m,
8.5 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",211 m²,,,Đất nền dự án,Mặt tiền: 48m,
8.5 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",211 m²,,,Đất nền dự án,Mặt tiền: 7.5m,
6 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",125 m²,,Hướng: Tây bắc,Đất nền dự án,Mặt tiền: 5m,
3.9 Tỷ,"Phường Hòa Minh, Quận Liên Chiểu",95 m²,,Hướng: Tây Nam,Đất nền dự án,Mặt tiền: 5m,
2.2 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",100 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 5m,
11 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",375 m²,,,Đất nền dự án,Mặt tiền: 15m,
2.1 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",100 m²,,,Đất nền dự án,,
2.1 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",100 m²,,,Đất nền dự án,Mặt tiền: 10m,
4.31 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",102 m²,,,Đất nền dự án,,
480 Triệu,", Huyện Hòa Vang",166.3 m²,,Hướng: Đông,Đất nền dự án,Mặt tiền: 6m,
1.85 Tỷ,", Quận Cẩm Lệ",100 m²,,Hướng: Đông,Đất nền dự án,Mặt tiền: 5m,
450 Triệu,"Phường Hòa Hải, Quận Ngũ Hành Sơn",170 m²,,Hướng: Đông,Đất nền dự án,Mặt tiền: 6m,
500 Triệu,"Xã Hòa Châu, Huyện Hòa Vang",170 m²,,Hướng: Đông,Đất nền dự án,Mặt tiền: 6m,
420 Triệu,", Huyện Hòa Vang",340 m²,,Hướng: Đông,Đất nền dự án,Mặt tiền: 12m,
400 Triệu,", Quận Ngũ Hành Sơn",170 m²,,Hướng: Đông,Đất nền dự án,Mặt tiền: 6m,
450 Triệu,", Huyện Hòa Vang",170 m²,,Hướng: Đông,Đất nền dự án,Mặt tiền: 6m,
520 Triệu,"Xã Hòa Khương, Huyện Hòa Vang",170 m²,,Hướng: Đông,Đất nền dự án,Mặt tiền: 6m,
450 Triệu,", Quận Ngũ Hành Sơn",170 m²,,Hướng: Đông,Đất nền dự án,Mặt tiền: 6m,
2.15 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
4.7 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",180 m²,,,Đất nền dự án,,
5.4 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",216 m²,,,Đất nền dự án,,
6 Tỷ,"Phường Hòa An, Quận Cẩm Lệ",160 m²,,Hướng: Tây Nam,Đất nền dự án,Mặt tiền: 8m,
Thỏa thuận,"Phường Hòa Hải, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,,
418 Triệu,", Huyện Hòa Vang",170 m²,,,Đất nền dự án,Mặt tiền: 6m,
450 Triệu,"Phường Hòa Hải, Quận Ngũ Hành Sơn",150 m²,,,Đất nền dự án,Mặt tiền: 6m,
2 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",100 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 6m,
8.72 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",187.5 m²,,Hướng: Tây,Đất nền dự án,Mặt tiền: 7.5m,
2.92 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",105 m²,,,Đất nền dự án,Mặt tiền: 5m,
5.9 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",330 m²,,,Đất nền dự án,,
2.1 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",100 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 5m,
1.5 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",100 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 5m,
1.5 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
2 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",100 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 15m,
3.5 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",105 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 5m,
1.5 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",50 m²,,,Đất nền dự án,,
2.29 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",100 m²,,Hướng: Tây bắc,Đất nền dự án,Mặt tiền: 5m,
150 Tỷ,"Phường Phước Mỹ, Quận Sơn Trà",1.071 m²,,,Đất nền dự án,Mặt tiền: 18m,
Thỏa thuận,", Quận Cẩm Lệ",300 m²,,,Đất nền dự án,,
7.8 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",300 m²,,Hướng: Nam,Đất nền dự án,Mặt tiền: 12.5m,
6.8 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",154 m²,,Hướng: Nam,Đất nền dự án,Mặt tiền: 9m,
715 Triệu,", Huyện Hòa Vang",179 m²,,,Đất nền dự án,Mặt tiền: 6m,
1.35 Tỷ,", Quận Thanh Khê",150 m²,,,Đất nền dự án,Mặt tiền: 6m,
6.2 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",142 m²,,Hướng: Bắc,Đất nền dự án,Mặt tiền: 5m,
550 Triệu,"Xã Hòa Liên, Huyện Hòa Vang",1701 m²,,,Đất nền dự án,Mặt tiền: 6m,
4.77 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",180 m²,,,Đất nền dự án,,
2.7 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",96 m²,,,Đất nền dự án,Mặt tiền: 6m,
520 Triệu,"Xã Hòa Bắc, Huyện Hòa Vang",169 m²,,,Đất nền dự án,Mặt tiền: 6m,
1.8 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",162 m²,,,Đất nền dự án,Mặt tiền: 6m,
615 Triệu,"Xã Hòa Khương, Huyện Hòa Vang",180 m²,,,Đất nền dự án,Mặt tiền: 6m,
615 Triệu,"Xã Hòa Khương, Huyện Hòa Vang",180 m²,,,Đất nền dự án,Mặt tiền: 6m,
1.8 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",165 m²,,,Đất nền dự án,Mặt tiền: 6m,
790 Triệu,"Xã Hòa Liên, Huyện Hòa Vang",150 m²,,,Đất nền dự án,Mặt tiền: 6m,
700 Triệu,"Xã Hòa Phú, Huyện Hòa Vang",250 m²,,Hướng: Đông,Đất nền dự án,,
450 Triệu,"Xã Hòa Liên, Huyện Hòa Vang",170 m²,,,Đất nền dự án,Mặt tiền: 6m,
3.9 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",180 m²,,,Đất nền dự án,Mặt tiền: 7.5m,
4.32 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",180 m²,,,Đất nền dự án,Mặt tiền: 7.5m,
2.85 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",90 m²,,,Đất nền dự án,Mặt tiền: 6m,
4.5 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",180 m²,,,Đất nền dự án,Mặt tiền: 7.5m,
2.78 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",98 m²,,,Đất nền dự án,Mặt tiền: 6m,
269.5 Triệu,"Phường Hòa Hải, Quận Ngũ Hành Sơn",98 m²,,,Đất nền dự án,Mặt tiền: 6m,
4.05 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",180 m²,,,Đất nền dự án,Mặt tiền: 7.5m,
2.7 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",102 m²,,,Đất nền dự án,Mặt tiền: 6m,
850 Triệu,"Xã Hòa Phú, Huyện Hòa Vang",150 m²,,,Đất nền dự án,Mặt tiền: 5m,
Thỏa thuận,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",85 m²,,,Đất nền dự án,,
3.8 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",300 m²,,,Đất nền dự án,Mặt tiền: 5m,
1.9 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",125 m²,,,Đất nền dự án,Mặt tiền: 5m,
2.3 Tỷ,"Phường Hòa Khánh Bắc, Quận Liên Chiểu",100 m²,,Hướng: Tây Nam,Đất nền dự án,Mặt tiền: 5m,
3.8 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",95 m²,,Hướng: Tây,Đất nền dự án,Mặt tiền: 5m,
10 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",400 m²,,Hướng: Nam,Đất nền dự án,Mặt tiền: 15m,
2.3 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",90 m²,,,Đất nền dự án,Mặt tiền: 5m,
3.2 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",238 m²,,,Đất nền dự án,,
4.6 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,,Đất nền dự án,Mặt tiền: 15m,
4.5 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,Hướng: Tây Nam,Đất nền dự án,Mặt tiền: 15m,
4.5 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,,Đất nền dự án,Mặt tiền: 15m,
4.2 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,,Đất nền dự án,Mặt tiền: 15m,
1.5 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,Hướng: Tây Nam,Đất nền dự án,Mặt tiền: 15m,
2.88 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",96 m²,,,Đất nền dự án,,
2.4 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",100 m²,,,Đất nền dự án,,
5 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
4.4 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 5m,
550 Triệu,", Huyện Hòa Vang",134 m²,,,Đất nền dự án,Mặt tiền: 7m,
5.4 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",216 m²,,,Đất nền dự án,Mặt tiền: 9m,
3.25 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",108 m²,,,Đất nền dự án,Mặt tiền: 6m,
2.75 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",98 m²,,Hướng: Nam,Đất nền dự án,Mặt tiền: 6m,
4.72 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",189 m²,,,Đất nền dự án,Mặt tiền: 7.5m,
5.3 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",216 m²,,,Đất nền dự án,Mặt tiền: 9m,
18.6 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",300 m²,,Hướng: Đông bắc,Đất nền dự án,Mặt tiền: 12m,
20.1 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",247.5 m²,,Hướng: Đông bắc,Đất nền dự án,Mặt tiền: 15m,
11 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,Hướng: Tây Nam,Đất nền dự án,Mặt tiền: 5m,
68 Tỷ,"Phường Hòa Cường Nam, Quận Hải Châu",457 m²,,,Đất nền dự án,Mặt tiền: 22.5m,
3.2 Tỷ,", Quận Ngũ Hành Sơn",102 m²,,,Đất nền dự án,,
2.15 Tỷ,", Quận Ngũ Hành Sơn",175 m²,,,Đất nền dự án,Mặt tiền: 7m,
4.6 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",138 m²,,,Đất nền dự án,Mặt tiền: 8m,
4150 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",172 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 9m,
2.85 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",150 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 7.5m,
7.2 Tỷ,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",90 m²,,Hướng: Bắc,Đất nền dự án,Mặt tiền: 5m,
26.5 Tỷ,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",250 m²,,Hướng: Đông,Đất nền dự án,Mặt tiền: 10m,
28 Tỷ,", Quận Sơn Trà",240 m²,,,Đất nền dự án,,
6 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",250 m²,,,Đất nền dự án,Mặt tiền: 13m,
2.3 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",100 m²,,Hướng: Đông nam,Đất nền dự án,,
2 Tỷ,"Phường An Khê, Quận Thanh Khê",60 m²,,,Đất nền dự án,Mặt tiền: 5m,
62 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",220 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 10m,
2.6 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",100 m²,,Hướng: Bắc,Đất nền dự án,Mặt tiền: 5m,
4 Tỷ,"Phường Hòa Minh, Quận Liên Chiểu",100 m²,,Hướng: Tây Nam,Đất nền dự án,Mặt tiền: 5m,
4.04 Tỷ,"Phường Hòa Minh, Quận Liên Chiểu",95 m²,,Hướng: Tây Nam,Đất nền dự án,Mặt tiền: 5m,
2.2 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",100 m²,,Hướng: Đông bắc,Đất nền dự án,Mặt tiền: 5m,
4.8 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 5m,
945 Triệu,"Xã Hòa Khương, Huyện Hòa Vang",360 m²,,,Đất nền dự án,,
2.7 Tỷ,"Phường Thạc Gián, Quận Thanh Khê",144.5 m²,,,Đất nền dự án,,
2.7 Tỷ,"Phường Thạc Gián, Quận Thanh Khê",145 m²,,,Đất nền dự án,Mặt tiền: 12m,
4 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,Hướng: Tây bắc,Đất nền dự án,Mặt tiền: 5m,
4 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,Hướng: Tây bắc,Đất nền dự án,Mặt tiền: 5m,
1.5 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,Hướng: Đông nam,Đất nền dự án,,
3.89 Tỷ,"Phường Hòa Minh, Quận Liên Chiểu",95 m²,,,Đất nền dự án,Mặt tiền: 10m,
2.05 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",100 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 5m,
2.4 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",100 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 5m,
2.2 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",90 m²,,Hướng: Tây bắc,Đất nền dự án,,
5 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,,Đất nền dự án,,
2.16 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",90 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 5m,
4.75 Tỷ,", Quận Ngũ Hành Sơn",150 m²,,Hướng: Đông,Đất nền dự án,,
722 Triệu,"Xã Hòa Tiến, Huyện Hòa Vang",200 m²,,,Đất nền dự án,Mặt tiền: 5m,
1.6 Tỷ,", Huyện Hòa Vang",105 m²,,,Đất nền dự án,Mặt tiền: 5m,
425 Triệu,", Huyện Hòa Vang",169 m²,,,Đất nền dự án,Mặt tiền: 6m,
448 Triệu,", Huyện Hòa Vang",170 m²,,,Đất nền dự án,Mặt tiền: 6m,
202 Tỷ,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",275 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 11m,
1680 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,,
2.58 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",105 m²,,,Đất nền dự án,Mặt tiền: 5m,
2.82 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",105.5 m²,,Hướng: Tây bắc,Đất nền dự án,Mặt tiền: 5m,
1.51 Tỷ,", Huyện Hòa Vang",94 m²,,,Đất nền dự án,Mặt tiền: 5m,
4.1 Tỷ,"Phường Hòa Minh, Quận Liên Chiểu",101 m²,,Hướng: Tây Nam,Đất nền dự án,Mặt tiền: 5m,
2.47 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",92 m²,,Hướng: Tây bắc,Đất nền dự án,Mặt tiền: 5m,
449 Triệu,"Xã Hòa Liên, Huyện Hòa Vang",180 m²,,Hướng: Đông,Đất nền dự án,Mặt tiền: 6m,
539 Triệu,"Xã Hòa Liên, Huyện Hòa Vang",169 m²,,,Đất nền dự án,Mặt tiền: 6m,
530 Triệu,"Xã Hòa Tiến, Huyện Hòa Vang",170 m²,,Hướng: Đông,Đất nền dự án,Mặt tiền: 6m,
2 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",100 m²,,Hướng: Tây bắc,Đất nền dự án,Mặt tiền: 6m,
518.37 Triệu,"Phường Hòa Hải, Quận Ngũ Hành Sơn",111 m²,,,Đất nền dự án,,
4 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
3.3 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
5.88 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",125 m²,,,Đất nền dự án,,
6 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",150 m²,,,Đất nền dự án,Mặt tiền: 5m,
3.3 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
4.7 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,,
4.7 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,,Đất nền dự án,Mặt tiền: 10m,
4 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",150 m²,,,Đất nền dự án,,
3.3 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
4 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
2.5 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",172 m²,,Hướng: Nam,Đất nền dự án,Mặt tiền: 7m,
4 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,Hướng: Đông nam,Đất nền dự án,,
5 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,,
Thỏa thuận,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,,
4.7 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,,
330 Triệu,"Phường Hòa Quý, Quận Ngũ Hành Sơn",110 m²,,,Đất nền dự án,Mặt tiền: 5m,
3.33 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",105 m²,,Hướng: Tây bắc,Đất nền dự án,Mặt tiền: 5m,
2.55 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",108 m²,,Hướng: Tây,Đất nền dự án,Mặt tiền: 5m,
3.95 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,Hướng: Tây bắc,Đất nền dự án,Mặt tiền: 5m,
4.9 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",122 m²,,Hướng: Đông bắc,Đất nền dự án,Mặt tiền: 5m,
7.9 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",170 m²,,Hướng: Đông bắc,Đất nền dự án,Mặt tiền: 8m,
4.7 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,,
4.7 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,,
3.9 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,Hướng: Đông nam,Đất nền dự án,,
5 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,Mặt tiền: 3m,
4.2 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
4.5 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,,
4.6 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,,
650 Triệu,"Xã Hòa Khương, Huyện Hòa Vang",180 m²,,Hướng: Đông,Đất nền dự án,Mặt tiền: 6m,
4.5 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
4.5 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
4.1 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,,Đất nền dự án,Mặt tiền: 10m,
2 Tỷ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",100 m²,,Hướng: Đông nam,Đất nền dự án,,
3.6 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",120 m²,,Hướng: Tây,Đất nền dự án,Mặt tiền: 5m,
2 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,,
950 Triệu,"Xã Hòa Khương, Huyện Hòa Vang",160 m²,,Hướng: Tây,Đất nền dự án,Mặt tiền: 5.5m,
4 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",95 m²,,Hướng: Tây Nam,Đất nền dự án,Mặt tiền: 5m,
5 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 5m,
2.35 Tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",100 m²,,,Đất nền dự án,,
3.9 Tỷ,", Quận Liên Chiểu",95 m²,,,Đất nền dự án,,
22 Tỷ,"Phường Mỹ An, Quận Ngũ Hành Sơn",78 m²,,,Đất nền dự án,,
4 Tỷ,"Phường Hòa Minh, Quận Liên Chiểu",100 m²,,Hướng: Đông bắc,Đất nền dự án,Mặt tiền: 5m,
3.9 Tỷ,"Phường Hòa Minh, Quận Liên Chiểu",95 m²,,,Đất nền dự án,Mặt tiền: 5m,
4.2 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",125 m²,,Hướng: Đông bắc,Đất nền dự án,,
1.5 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,Mặt tiền: 10m,
950 Triệu,"Xã Hòa Khương, Huyện Hòa Vang",160 m²,,,Đất nền dự án,,
5 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
13.6 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",200 m²,,Hướng: Tây bắc,Đất nền dự án,Mặt tiền: 10m,
4.5 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,Hướng: Tây bắc,Đất nền dự án,Mặt tiền: 5m,
8.7 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",253 m²,,,Đất nền dự án,Mặt tiền: 15m,
4 Tỷ,"Phường Hòa Minh, Quận Liên Chiểu",100 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 5m,
3.25 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",108 m²,,,Đất nền dự án,Mặt tiền: 6m,
3.25 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",108 m²,,Hướng: Đông bắc,Đất nền dự án,Mặt tiền: 6m,
3.25 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",108 m²,,Hướng: Đông bắc,Đất nền dự án,Mặt tiền: 6m,
Thỏa thuận,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,,
3 Tỷ,"Phường Hòa Khánh Bắc, Quận Liên Chiểu",108 m²,,Hướng: Đông bắc,Đất nền dự án,Mặt tiền: 7.5m,
3 Tỷ,"Phường Hòa Hải, Quận Ngũ Hành Sơn",122 m²,,Hướng: Nam,Đất nền dự án,Mặt tiền: 6m,
4.5 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
4.2 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
4.5 Tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ",100 m²,,Hướng: Đông nam,Đất nền dự án,Mặt tiền: 5m,
4 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,Mặt tiền: 5m,
4.2 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,,Đất nền dự án,,
4.2 Tỷ,"Phường Hòa Quý, Quận Ngũ Hành Sơn",100 m²,,Hướng: Tây bắc,Đất nền dự án,Mặt tiền: 5m,
